case_id,alpha_run,sam_run,key_factor_jaccard,recommendation_jaccard,alpha_key_tags,sam_key_tags,alpha_recommendation_tags,sam_recommendation_tags
case_03,4,1,0.6,0.4,repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,4,2,0.75,0.5,repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,4,3,0.3333,0.5,repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_03,4,4,0.75,0.3333,repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,4,5,1.0,0.5,repetitive_work|trunk_overflexion|upper_arm_elevation,repetitive_work|trunk_overflexion|upper_arm_elevation,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,5,1,0.8,0.2,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,5,2,1.0,0.25,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,5,3,0.5,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation|wrist_deviation,reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_03,5,4,0.6,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_03,5,5,0.75,0.1429,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery
case_04,1,1,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,1,2,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,1,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,1,4,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,1,5,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,2,1,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,2,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,2,3,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,2,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,2,5,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,3,1,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,3,2,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,3,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,3,4,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,3,5,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,4,1,0.2,0.25,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,4,2,0.2,0.25,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,4,3,0.2,0.25,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,4,4,0.2,0.25,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,4,5,0.2,0.25,neck_overflexion_or_extension|trunk_overflexion|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,5,1,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,5,2,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,5,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,5,4,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_04,5,5,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,1,1,0.3333,0.3333,neck_overflexion_or_extension|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,1,2,0.6667,0.5714,neck_overflexion_or_extension|trunk_overflexion|upper_arm_elevation|wrist_deviation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_05,1,3,0.3333,0.4286,neck_overflexion_or_extension|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,1,4,0.3333,0.4,neck_overflexion_or_extension|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,1,5,0.3333,0.4286,neck_overflexion_or_extension|trunk_overflexion|upper_arm_elevation|wrist_deviation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,2,1,1.0,0.25,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,2,2,0.6667,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_05,2,3,1.0,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,2,4,1.0,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,2,5,1.0,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,3,1,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,3,2,0.6667,0.6667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_05,3,3,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,3,4,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,3,5,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,4,1,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,4,2,0.6667,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_05,4,3,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,4,4,1.0,0.6667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,4,5,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,5,1,1.0,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,5,2,0.6667,0.8333,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation|wrist_deviation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_05,5,3,1.0,0.6667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,5,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_repetition_or_add_recovery|reduce_static_exposure
case_05,5,5,1.0,0.6667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|monitoring_feedback_or_training|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,1,1,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_06,1,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,1,3,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,1,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,1,5,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,2,1,1.0,0.8,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_06,2,2,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,2,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,2,4,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,2,5,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,3,1,1.0,0.3333,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure|wrist_hand_tool_adjustment
case_06,3,2,1.0,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,3,3,1.0,0.2,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,3,4,1.0,0.1667,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
case_06,3,5,1.0,0.2,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,monitoring_feedback_or_training|reduce_static_exposure|wrist_hand_tool_adjustment,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
