sample_id,sequence,frame_number,frame_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,intended_level,analysis_severity,visible_joint_ratio_body12,detection_status,base_sequence,base_frame_number,synthetic_image_path,pipeline_status,seconds,prediction_path,error
synthetic_c2/case_05_RebarPlacement_00/007/partial,case_05_RebarPlacement_00__partial,7,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01915.jpg,530.18,99.86,768.6,601.82,partial,none,0.917,ok,RebarPlacement_00,1915,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01915.jpg,ok,26.190,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__007__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/010/none,case_05_RebarPlacement_00__none,10,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01918.jpg,532.55,85.17,776.37,604.91,none,none,1.0,ok,RebarPlacement_00,1918,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01918.jpg,ok,25.138,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__010__none.npz,
synthetic_c2/case_05_RebarPlacement_00/012/partial,case_05_RebarPlacement_00__partial,12,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01920.jpg,533.4,83.06,777.27,604.66,partial,none,1.0,ok,RebarPlacement_00,1920,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01920.jpg,ok,25.554,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__012__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/014/partial,case_05_RebarPlacement_00__partial,14,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01922.jpg,534.67,78.18,777.21,601.36,partial,none,1.0,ok,RebarPlacement_00,1922,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01922.jpg,ok,25.624,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__014__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/017/none,case_05_RebarPlacement_00__none,17,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01925.jpg,535.86,75.34,770.42,598.64,none,none,1.0,ok,RebarPlacement_00,1925,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01925.jpg,ok,25.400,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__017__none.npz,
synthetic_c2/case_05_RebarPlacement_00/019/partial,case_05_RebarPlacement_00__partial,19,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01927.jpg,538.11,74.93,766.12,600.47,partial,none,1.0,ok,RebarPlacement_00,1927,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01927.jpg,ok,25.419,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__019__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/022/none,case_05_RebarPlacement_00__none,22,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01930.jpg,535.25,72.63,755.47,599.91,none,none,1.0,ok,RebarPlacement_00,1930,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01930.jpg,ok,24.187,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__022__none.npz,
synthetic_c2/case_05_RebarPlacement_00/025/partial,case_05_RebarPlacement_00__partial,25,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01933.jpg,533.42,73.52,749.86,604.26,partial,none,0.917,ok,RebarPlacement_00,1933,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01933.jpg,ok,23.795,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__025__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/028/none,case_05_RebarPlacement_00__none,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01936.jpg,532.0,72.96,742.68,614.31,none,none,1.0,ok,RebarPlacement_00,1936,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01936.jpg,ok,23.891,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__028__none.npz,
synthetic_c2/case_05_RebarPlacement_00/030/partial,case_05_RebarPlacement_00__partial,30,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01938.jpg,529.42,72.18,740.79,625.98,partial,none,0.917,ok,RebarPlacement_00,1938,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01938.jpg,ok,23.740,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__030__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/033/none,case_05_RebarPlacement_00__none,33,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01941.jpg,521.05,69.08,738.1,638.15,none,none,1.0,ok,RebarPlacement_00,1941,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01941.jpg,ok,23.746,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__033__none.npz,
synthetic_c2/case_05_RebarPlacement_00/035/partial,case_05_RebarPlacement_00__partial,35,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01943.jpg,515.27,64.63,737.99,639.47,partial,none,0.917,ok,RebarPlacement_00,1943,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01943.jpg,ok,0.000,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__035__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/038/none,case_05_RebarPlacement_00__none,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01946.jpg,508.14,58.41,734.69,648.11,none,none,1.0,ok,RebarPlacement_00,1946,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01946.jpg,ok,24.431,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__038__none.npz,
synthetic_c2/case_05_RebarPlacement_00/040/partial,case_05_RebarPlacement_00__partial,40,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01948.jpg,501.63,53.85,721.68,643.73,partial,none,0.917,ok,RebarPlacement_00,1948,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01948.jpg,ok,23.664,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__040__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/043/none,case_05_RebarPlacement_00__none,43,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01951.jpg,490.6,50.04,711.47,629.86,none,none,1.0,ok,RebarPlacement_00,1951,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01951.jpg,ok,23.998,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__043__none.npz,
synthetic_c2/case_06_RebarTying_01/001/none,case_06_RebarTying_01__none,1,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00297.jpg,478.06,193.48,662.53,585.47,none,none,1.0,ok,RebarTying_01,297,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00297.jpg,ok,23.815,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__001__none.npz,
synthetic_c2/case_06_RebarTying_01/006/none,case_06_RebarTying_01__none,6,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00302.jpg,465.02,188.2,647.73,572.42,none,none,1.0,ok,RebarTying_01,302,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00302.jpg,ok,24.212,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__006__none.npz,
synthetic_c2/case_06_RebarTying_01/009/none,case_06_RebarTying_01__none,9,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00305.jpg,446.45,187.04,628.03,582.23,none,none,1.0,ok,RebarTying_01,305,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00305.jpg,ok,24.352,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__009__none.npz,
synthetic_c2/case_06_RebarTying_01/012/none,case_06_RebarTying_01__none,12,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00308.jpg,436.15,190.26,627.46,590.7,none,none,1.0,ok,RebarTying_01,308,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00308.jpg,ok,24.005,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__012__none.npz,
synthetic_c2/case_06_RebarTying_01/015/partial,case_06_RebarTying_01__partial,15,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00311.jpg,424.05,190.98,627.3,606.56,partial,none,0.917,ok,RebarTying_01,311,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00311.jpg,ok,23.892,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__015__partial.npz,
synthetic_c2/case_06_RebarTying_01/019/none,case_06_RebarTying_01__none,19,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00315.jpg,396.5,192.48,584.88,605.58,none,none,1.0,ok,RebarTying_01,315,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00315.jpg,ok,23.821,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__019__none.npz,
synthetic_c2/case_06_RebarTying_01/023/none,case_06_RebarTying_01__none,23,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00319.jpg,374.03,199.3,526.41,603.37,none,none,1.0,ok,RebarTying_01,319,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00319.jpg,ok,23.820,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__023__none.npz,
synthetic_c2/case_06_RebarTying_01/028/none,case_06_RebarTying_01__none,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00324.jpg,348.9,202.73,506.67,603.98,none,none,1.0,ok,RebarTying_01,324,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00324.jpg,ok,24.074,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__028__none.npz,
synthetic_c2/case_06_RebarTying_01/031/partial,case_06_RebarTying_01__partial,31,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00327.jpg,312.83,209.14,493.07,607.67,partial,none,0.917,ok,RebarTying_01,327,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00327.jpg,ok,24.034,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__031__partial.npz,
synthetic_c2/case_06_RebarTying_01/035/none,case_06_RebarTying_01__none,35,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00331.jpg,287.73,222.31,487.04,608.53,none,none,1.0,ok,RebarTying_01,331,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00331.jpg,ok,24.010,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__035__none.npz,
synthetic_c2/case_06_RebarTying_01/038/none,case_06_RebarTying_01__none,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00334.jpg,279.88,229.64,484.17,610.43,none,none,1.0,ok,RebarTying_01,334,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00334.jpg,ok,23.782,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__038__none.npz,
synthetic_c2/case_06_RebarTying_01/043/none,case_06_RebarTying_01__none,43,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00339.jpg,258.73,273.04,445.7,608.85,none,none,1.0,ok,RebarTying_01,339,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00339.jpg,ok,23.873,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__043__none.npz,
synthetic_c2/case_07_RebarTying_02/003/none,case_07_RebarTying_02__none,3,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00209.jpg,881.58,355.42,1055.95,584.23,none,none,1.0,ok,RebarTying_02,209,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00209.jpg,ok,24.477,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__003__none.npz,
synthetic_c2/case_07_RebarTying_02/009/none,case_07_RebarTying_02__none,9,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00215.jpg,881.04,355.38,1055.62,580.0,none,none,0.917,ok,RebarTying_02,215,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00215.jpg,ok,24.510,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__009__none.npz,
synthetic_c2/case_07_RebarTying_02/014/none,case_07_RebarTying_02__none,14,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00220.jpg,879.56,355.84,1054.99,577.99,none,none,0.917,ok,RebarTying_02,220,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00220.jpg,ok,24.029,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__014__none.npz,
synthetic_c2/case_07_RebarTying_02/019/none,case_07_RebarTying_02__none,19,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00225.jpg,878.54,355.62,1054.15,580.08,none,none,1.0,ok,RebarTying_02,225,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00225.jpg,ok,23.766,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__019__none.npz,
synthetic_c2/case_07_RebarTying_02/024/none,case_07_RebarTying_02__none,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00230.jpg,879.64,354.9,1053.34,582.12,none,none,0.917,ok,RebarTying_02,230,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00230.jpg,ok,23.792,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__024__none.npz,
synthetic_c2/case_07_RebarTying_02/030/none,case_07_RebarTying_02__none,30,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00236.jpg,886.34,353.7,1053.3,582.01,none,none,1.0,ok,RebarTying_02,236,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00236.jpg,ok,24.067,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__030__none.npz,
synthetic_c2/case_07_RebarTying_02/039/none,case_07_RebarTying_02__none,39,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00245.jpg,887.71,351.1,1054.18,585.2,none,none,0.917,ok,RebarTying_02,245,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00245.jpg,ok,24.029,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__039__none.npz,
synthetic_c2/case_07_RebarTying_02/044/none,case_07_RebarTying_02__none,44,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00250.jpg,882.92,349.36,1055.69,581.44,none,none,1.0,ok,RebarTying_02,250,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00250.jpg,ok,24.010,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__044__none.npz,
synthetic_c2/case_08_WallPlacement_00/002/none,case_08_WallPlacement_00__none,2,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01241.jpg,536.09,158.21,934.09,944.0,none,none,1.0,ok,WallPlacement_00,1241,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01241.jpg,ok,0.000,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__002__none.npz,
synthetic_c2/case_08_WallPlacement_00/004/partial,case_08_WallPlacement_00__partial,4,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01243.jpg,529.01,157.49,932.36,947.43,partial,none,0.917,ok,WallPlacement_00,1243,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01243.jpg,ok,23.937,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__004__partial.npz,
synthetic_c2/case_08_WallPlacement_00/007/none,case_08_WallPlacement_00__none,7,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01246.jpg,523.49,158.47,931.25,946.57,none,none,1.0,ok,WallPlacement_00,1246,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01246.jpg,ok,23.785,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__007__none.npz,
synthetic_c2/case_08_WallPlacement_00/009/partial,case_08_WallPlacement_00__partial,9,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01248.jpg,527.38,161.28,930.8,944.4,partial,none,0.917,ok,WallPlacement_00,1248,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01248.jpg,ok,24.015,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__009__partial.npz,
synthetic_c2/case_08_WallPlacement_00/012/none,case_08_WallPlacement_00__none,12,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01251.jpg,528.05,160.01,928.17,944.45,none,none,1.0,ok,WallPlacement_00,1251,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01251.jpg,ok,24.001,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__012__none.npz,
synthetic_c2/case_08_WallPlacement_00/015/none,case_08_WallPlacement_00__none,15,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01254.jpg,527.05,159.55,931.4,944.4,none,none,1.0,ok,WallPlacement_00,1254,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01254.jpg,ok,24.099,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__015__none.npz,
synthetic_c2/case_08_WallPlacement_00/017/partial,case_08_WallPlacement_00__partial,17,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01256.jpg,527.05,157.67,931.2,946.95,partial,none,1.0,ok,WallPlacement_00,1256,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01256.jpg,ok,23.945,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__017__partial.npz,
synthetic_c2/case_08_WallPlacement_00/020/none,case_08_WallPlacement_00__none,20,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01259.jpg,535.02,156.79,935.25,946.1,none,none,1.0,ok,WallPlacement_00,1259,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01259.jpg,ok,23.800,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__020__none.npz,
synthetic_c2/case_08_WallPlacement_00/022/none,case_08_WallPlacement_00__none,22,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01261.jpg,537.58,154.18,931.02,945.77,none,none,1.0,ok,WallPlacement_00,1261,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01261.jpg,ok,24.446,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__022__none.npz,
synthetic_c2/case_08_WallPlacement_00/024/partial,case_08_WallPlacement_00__partial,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01263.jpg,536.08,156.2,931.89,943.98,partial,none,0.917,ok,WallPlacement_00,1263,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01263.jpg,ok,23.961,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__024__partial.npz,
synthetic_c2/case_08_WallPlacement_00/027/none,case_08_WallPlacement_00__none,27,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01266.jpg,532.61,150.6,929.75,947.57,none,none,1.0,ok,WallPlacement_00,1266,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01266.jpg,ok,24.074,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__027__none.npz,
synthetic_c2/case_08_WallPlacement_00/029/partial,case_08_WallPlacement_00__partial,29,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01268.jpg,533.94,149.96,929.68,946.26,partial,none,0.917,ok,WallPlacement_00,1268,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01268.jpg,ok,23.833,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__029__partial.npz,
synthetic_c2/case_08_WallPlacement_00/032/none,case_08_WallPlacement_00__none,32,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01271.jpg,547.05,146.53,930.42,946.65,none,none,1.0,ok,WallPlacement_00,1271,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01271.jpg,ok,23.751,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__032__none.npz,
synthetic_c2/case_08_WallPlacement_00/034/partial,case_08_WallPlacement_00__partial,34,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01273.jpg,540.65,146.1,929.39,947.32,partial,none,0.917,ok,WallPlacement_00,1273,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01273.jpg,ok,23.979,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__034__partial.npz,
synthetic_c2/case_08_WallPlacement_00/037/none,case_08_WallPlacement_00__none,37,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01276.jpg,553.63,143.87,932.28,944.73,none,none,1.0,ok,WallPlacement_00,1276,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01276.jpg,ok,23.937,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__037__none.npz,
