sample_id,sequence,frame_number,frame_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,intended_level,analysis_severity,visible_joint_ratio_body12,detection_status,base_sequence,base_frame_number,synthetic_image_path,pipeline_status,seconds,prediction_path,error
synthetic_c2/case_06_RebarTying_01/002/partial,case_06_RebarTying_01__partial,2,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00298.jpg,476.43,192.49,661.1,569.1,partial,partial,0.667,ok,RebarTying_01,298,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00298.jpg,ok,25.342,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__002__partial.npz,
synthetic_c2/case_06_RebarTying_01/012/partial,case_06_RebarTying_01__partial,12,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00308.jpg,436.15,190.26,627.46,590.7,partial,partial,0.833,ok,RebarTying_01,308,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00308.jpg,ok,25.567,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__012__partial.npz,
synthetic_c2/case_06_RebarTying_01/028/partial,case_06_RebarTying_01__partial,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00324.jpg,348.9,202.73,506.67,603.98,partial,partial,0.833,ok,RebarTying_01,324,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00324.jpg,ok,25.115,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__028__partial.npz,
synthetic_c2/case_07_RebarTying_02/000/partial,case_07_RebarTying_02__partial,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00206.jpg,882.57,355.03,1055.69,584.68,partial,partial,0.5,ok,RebarTying_02,206,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00206.jpg,ok,25.384,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__000__partial.npz,
synthetic_c2/case_07_RebarTying_02/006/partial,case_07_RebarTying_02__partial,6,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00212.jpg,881.06,355.38,1055.64,582.9,partial,partial,0.5,ok,RebarTying_02,212,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00212.jpg,ok,25.394,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__006__partial.npz,
synthetic_c2/case_07_RebarTying_02/011/partial,case_07_RebarTying_02__partial,11,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00217.jpg,879.66,356.01,1055.53,579.94,partial,partial,0.5,ok,RebarTying_02,217,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00217.jpg,ok,25.187,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__011__partial.npz,
synthetic_c2/case_07_RebarTying_02/018/partial,case_07_RebarTying_02__partial,18,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00224.jpg,877.03,354.46,1056.3,578.37,partial,partial,0.583,ok,RebarTying_02,224,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00224.jpg,ok,25.403,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__018__partial.npz,
synthetic_c2/case_07_RebarTying_02/024/partial,case_07_RebarTying_02__partial,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00230.jpg,879.64,354.9,1053.34,582.12,partial,partial,0.583,ok,RebarTying_02,230,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00230.jpg,ok,25.384,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__024__partial.npz,
synthetic_c2/case_07_RebarTying_02/029/partial,case_07_RebarTying_02__partial,29,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00235.jpg,891.42,354.04,1053.11,582.74,partial,partial,0.583,ok,RebarTying_02,235,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00235.jpg,ok,25.502,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__029__partial.npz,
synthetic_c2/case_07_RebarTying_02/033/partial,case_07_RebarTying_02__partial,33,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00239.jpg,881.85,353.29,1054.34,582.91,partial,partial,0.5,ok,RebarTying_02,239,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00239.jpg,ok,25.163,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__033__partial.npz,
synthetic_c2/case_07_RebarTying_02/038/partial,case_07_RebarTying_02__partial,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00244.jpg,892.38,351.83,1054.32,585.31,partial,partial,0.5,ok,RebarTying_02,244,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/partial/image_00244.jpg,ok,25.131,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__038__partial.npz,
synthetic_c2/case_08_WallPlacement_00/012/partial,case_08_WallPlacement_00__partial,12,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01251.jpg,528.05,160.01,928.17,944.45,partial,partial,0.833,ok,WallPlacement_00,1251,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01251.jpg,ok,25.142,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__012__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/000/severe,case_01_MansoryBrickLaying_00__severe,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01221.jpg,492.39,57.56,659.56,385.04,severe,severe,0.167,ok,MansoryBrickLaying_00,1221,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01221.jpg,ok,25.098,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__000__severe.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/014/severe,case_01_MansoryBrickLaying_00__severe,14,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01235.jpg,504.59,55.66,631.82,379.61,severe,severe,0.0,no_person_detected,MansoryBrickLaying_00,1235,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01235.jpg,ok,25.328,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__014__severe.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/028/severe,case_01_MansoryBrickLaying_00__severe,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01249.jpg,510.13,60.13,628.58,382.45,severe,severe,0.083,ok,MansoryBrickLaying_00,1249,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01249.jpg,ok,25.329,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__028__severe.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/042/severe,case_01_MansoryBrickLaying_00__severe,42,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01263.jpg,500.38,59.72,627.52,381.7,severe,severe,0.167,ok,MansoryBrickLaying_00,1263,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/severe/image_01263.jpg,ok,25.120,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__042__severe.npz,
synthetic_c2/case_02_MansoryBrickLaying_01/009/severe,case_02_MansoryBrickLaying_01__severe,9,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/severe/image_00259.jpg,458.94,39.68,625.53,378.49,severe,severe,0.0,no_person_detected,MansoryBrickLaying_01,259,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/severe/image_00259.jpg,ok,25.363,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_02_MansoryBrickLaying_01__009__severe.npz,
synthetic_c2/case_02_MansoryBrickLaying_01/021/severe,case_02_MansoryBrickLaying_01__severe,21,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/severe/image_00271.jpg,441.9,38.54,601.47,381.54,severe,severe,0.0,no_person_detected,MansoryBrickLaying_01,271,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/severe/image_00271.jpg,ok,25.134,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_02_MansoryBrickLaying_01__021__severe.npz,
synthetic_c2/case_02_MansoryBrickLaying_01/031/partial,case_02_MansoryBrickLaying_01__partial,31,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00281.jpg,411.11,58.85,584.4,377.24,partial,severe,0.0,no_person_detected,MansoryBrickLaying_01,281,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00281.jpg,ok,25.276,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_02_MansoryBrickLaying_01__031__partial.npz,
synthetic_c2/case_02_MansoryBrickLaying_01/038/partial,case_02_MansoryBrickLaying_01__partial,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00288.jpg,398.15,89.71,587.37,375.44,partial,severe,0.0,no_person_detected,MansoryBrickLaying_01,288,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00288.jpg,ok,25.464,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_02_MansoryBrickLaying_01__038__partial.npz,
synthetic_c2/case_03_MansoryBrickLaying_02/000/severe,case_03_MansoryBrickLaying_02__severe,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00089.jpg,518.06,57.06,640.37,382.62,severe,severe,0.0,no_person_detected,MansoryBrickLaying_02,89,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00089.jpg,ok,25.701,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__000__severe.npz,
synthetic_c2/case_03_MansoryBrickLaying_02/014/severe,case_03_MansoryBrickLaying_02__severe,14,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00103.jpg,504.5,52.77,644.39,381.16,severe,severe,0.0,no_person_detected,MansoryBrickLaying_02,103,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00103.jpg,ok,25.475,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__014__severe.npz,
synthetic_c2/case_03_MansoryBrickLaying_02/027/severe,case_03_MansoryBrickLaying_02__severe,27,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00116.jpg,489.05,56.65,631.31,379.53,severe,severe,0.0,no_person_detected,MansoryBrickLaying_02,116,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00116.jpg,ok,25.237,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__027__severe.npz,
synthetic_c2/case_03_MansoryBrickLaying_02/036/severe,case_03_MansoryBrickLaying_02__severe,36,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00125.jpg,486.07,55.54,620.54,374.86,severe,severe,0.0,no_person_detected,MansoryBrickLaying_02,125,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/severe/image_00125.jpg,ok,25.197,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__036__severe.npz,
synthetic_c2/case_04_MansoryCement_02/000/severe,case_04_MansoryCement_02__severe,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04648.jpg,531.59,271.32,650.91,567.69,severe,severe,0.25,ok,MansoryCement_02,4648,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04648.jpg,ok,25.525,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__000__severe.npz,
synthetic_c2/case_04_MansoryCement_02/014/severe,case_04_MansoryCement_02__severe,14,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04662.jpg,527.09,274.72,654.3,566.79,severe,severe,0.333,ok,MansoryCement_02,4662,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04662.jpg,ok,24.890,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__014__severe.npz,
synthetic_c2/case_04_MansoryCement_02/028/severe,case_04_MansoryCement_02__severe,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04676.jpg,526.85,273.86,654.94,565.72,severe,severe,0.0,no_person_detected,MansoryCement_02,4676,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04676.jpg,ok,25.307,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__028__severe.npz,
synthetic_c2/case_04_MansoryCement_02/041/severe,case_04_MansoryCement_02__severe,41,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04689.jpg,525.47,274.3,655.37,565.62,severe,severe,0.167,ok,MansoryCement_02,4689,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/severe/image_04689.jpg,ok,25.356,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__041__severe.npz,
synthetic_c2/case_05_RebarPlacement_00/010/severe,case_05_RebarPlacement_00__severe,10,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01918.jpg,532.55,85.17,776.37,604.91,severe,severe,0.0,no_person_detected,RebarPlacement_00,1918,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01918.jpg,ok,25.135,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__010__severe.npz,
synthetic_c2/case_05_RebarPlacement_00/024/severe,case_05_RebarPlacement_00__severe,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01932.jpg,533.41,72.37,752.59,602.88,severe,severe,0.0,no_person_detected,RebarPlacement_00,1932,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01932.jpg,ok,25.103,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__024__severe.npz,
synthetic_c2/case_05_RebarPlacement_00/038/severe,case_05_RebarPlacement_00__severe,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01946.jpg,508.14,58.41,734.69,648.11,severe,severe,0.0,no_person_detected,RebarPlacement_00,1946,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/severe/image_01946.jpg,ok,25.146,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__038__severe.npz,
synthetic_c2/case_06_RebarTying_01/007/severe,case_06_RebarTying_01__severe,7,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/severe/image_00303.jpg,460.84,187.52,643.84,580.65,severe,severe,0.0,no_person_detected,RebarTying_01,303,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/severe/image_00303.jpg,ok,25.273,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__007__severe.npz,
synthetic_c2/case_06_RebarTying_01/021/severe,case_06_RebarTying_01__severe,21,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/severe/image_00317.jpg,386.87,196.92,555.35,609.98,severe,severe,0.0,no_person_detected,RebarTying_01,317,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/severe/image_00317.jpg,ok,25.524,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__021__severe.npz,
synthetic_c2/case_06_RebarTying_01/030/partial,case_06_RebarTying_01__partial,30,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00326.jpg,337.71,206.56,495.17,604.51,partial,severe,0.0,no_person_detected,RebarTying_01,326,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00326.jpg,ok,25.328,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__030__partial.npz,
synthetic_c2/case_06_RebarTying_01/040/partial,case_06_RebarTying_01__partial,40,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00336.jpg,272.89,230.79,471.56,607.4,partial,severe,0.0,no_person_detected,RebarTying_01,336,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00336.jpg,ok,25.158,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__040__partial.npz,
synthetic_c2/case_07_RebarTying_02/006/severe,case_07_RebarTying_02__severe,6,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00212.jpg,881.06,355.38,1055.64,582.9,severe,severe,0.0,no_person_detected,RebarTying_02,212,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00212.jpg,ok,25.045,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__006__severe.npz,
synthetic_c2/case_07_RebarTying_02/020/severe,case_07_RebarTying_02__severe,20,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00226.jpg,878.86,355.4,1053.59,581.29,severe,severe,0.0,no_person_detected,RebarTying_02,226,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00226.jpg,ok,24.661,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__020__severe.npz,
synthetic_c2/case_07_RebarTying_02/034/severe,case_07_RebarTying_02__severe,34,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00240.jpg,883.9,352.92,1054.83,584.75,severe,severe,0.0,no_person_detected,RebarTying_02,240,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/severe/image_00240.jpg,ok,25.026,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__034__severe.npz,
synthetic_c2/case_08_WallPlacement_00/002/severe,case_08_WallPlacement_00__severe,2,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01241.jpg,536.09,158.21,934.09,944.0,severe,severe,0.0,no_person_detected,WallPlacement_00,1241,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01241.jpg,ok,25.544,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__002__severe.npz,
synthetic_c2/case_08_WallPlacement_00/016/severe,case_08_WallPlacement_00__severe,16,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01255.jpg,525.44,160.14,931.72,944.23,severe,severe,0.0,no_person_detected,WallPlacement_00,1255,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01255.jpg,ok,25.537,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__016__severe.npz,
synthetic_c2/case_08_WallPlacement_00/030/severe,case_08_WallPlacement_00__severe,30,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01269.jpg,534.47,149.13,930.09,946.07,severe,severe,0.0,no_person_detected,WallPlacement_00,1269,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01269.jpg,ok,25.260,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__030__severe.npz,
synthetic_c2/case_08_WallPlacement_00/044/severe,case_08_WallPlacement_00__severe,44,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01283.jpg,555.68,141.27,932.37,945.13,severe,severe,0.0,no_person_detected,WallPlacement_00,1283,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/severe/image_01283.jpg,ok,25.224,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__044__severe.npz,
