condition,input_condition,prompt_condition,case_id,left_run,right_run,key_factor_jaccard,recommendation_jaccard
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,2,3,1.0,0.5
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,2,4,0.4,0.25
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,2,5,1.0,0.5
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,3,4,0.4,0.4
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,3,5,1.0,1.0
module2_rgb__bounded_context_augmented,module2_rgb,bounded_context_augmented,case_08,4,5,0.4,0.4
module2_rgb__neutral,module2_rgb,neutral,case_01,1,2,0.25,1.0
module2_rgb__neutral,module2_rgb,neutral,case_01,1,3,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_01,1,4,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_01,1,5,0.5,0.6
module2_rgb__neutral,module2_rgb,neutral,case_01,2,3,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_01,2,4,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_01,2,5,0.5,0.6
module2_rgb__neutral,module2_rgb,neutral,case_01,3,4,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_01,3,5,0.3333,0.6
module2_rgb__neutral,module2_rgb,neutral,case_01,4,5,0.3333,0.4
module2_rgb__neutral,module2_rgb,neutral,case_02,1,2,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_02,1,3,0.25,0.2
module2_rgb__neutral,module2_rgb,neutral,case_02,1,4,0.3333,0.2
module2_rgb__neutral,module2_rgb,neutral,case_02,1,5,0.3333,0.25
module2_rgb__neutral,module2_rgb,neutral,case_02,2,3,0.25,0.25
module2_rgb__neutral,module2_rgb,neutral,case_02,2,4,0.3333,0.25
module2_rgb__neutral,module2_rgb,neutral,case_02,2,5,0.3333,0.3333
module2_rgb__neutral,module2_rgb,neutral,case_02,3,4,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_02,3,5,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_02,4,5,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_03,1,2,0.5,0.5
module2_rgb__neutral,module2_rgb,neutral,case_03,1,3,0.75,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_03,1,4,0.75,0.3333
module2_rgb__neutral,module2_rgb,neutral,case_03,1,5,0.25,0.3333
module2_rgb__neutral,module2_rgb,neutral,case_03,2,3,0.75,0.75
module2_rgb__neutral,module2_rgb,neutral,case_03,2,4,0.75,0.5
module2_rgb__neutral,module2_rgb,neutral,case_03,2,5,0.6667,0.5
module2_rgb__neutral,module2_rgb,neutral,case_03,3,4,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_03,3,5,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_03,4,5,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_04,1,2,0.5,0.75
module2_rgb__neutral,module2_rgb,neutral,case_04,1,3,0.5,0.2
module2_rgb__neutral,module2_rgb,neutral,case_04,1,4,0.5,0.25
module2_rgb__neutral,module2_rgb,neutral,case_04,1,5,1.0,0.25
module2_rgb__neutral,module2_rgb,neutral,case_04,2,3,1.0,0.1667
module2_rgb__neutral,module2_rgb,neutral,case_04,2,4,1.0,0.2
module2_rgb__neutral,module2_rgb,neutral,case_04,2,5,0.5,0.2
module2_rgb__neutral,module2_rgb,neutral,case_04,3,4,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_04,3,5,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_04,4,5,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_05,1,2,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_05,1,3,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_05,1,4,0.6667,0.5
module2_rgb__neutral,module2_rgb,neutral,case_05,1,5,0.6667,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_05,2,3,1.0,1.0
module2_rgb__neutral,module2_rgb,neutral,case_05,2,4,0.25,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_05,2,5,0.25,1.0
module2_rgb__neutral,module2_rgb,neutral,case_05,3,4,0.25,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_05,3,5,0.25,1.0
module2_rgb__neutral,module2_rgb,neutral,case_05,4,5,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_06,1,2,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,1,3,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,1,4,0.3333,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,1,5,0.25,0.5
module2_rgb__neutral,module2_rgb,neutral,case_06,2,3,1.0,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,2,4,0.6667,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,2,5,0.5,0.5
module2_rgb__neutral,module2_rgb,neutral,case_06,3,4,0.6667,1.0
module2_rgb__neutral,module2_rgb,neutral,case_06,3,5,0.5,0.5
module2_rgb__neutral,module2_rgb,neutral,case_06,4,5,0.75,0.5
module2_rgb__neutral,module2_rgb,neutral,case_07,1,2,0.3333,0.5
module2_rgb__neutral,module2_rgb,neutral,case_07,1,3,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_07,1,4,0.5,0.5
module2_rgb__neutral,module2_rgb,neutral,case_07,1,5,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_07,2,3,0.6667,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_07,2,4,0.6667,0.5
module2_rgb__neutral,module2_rgb,neutral,case_07,2,5,0.3333,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_07,3,4,1.0,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_07,3,5,0.5,1.0
module2_rgb__neutral,module2_rgb,neutral,case_07,4,5,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,1,2,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,1,3,0.6667,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,1,4,0.25,0.5
module2_rgb__neutral,module2_rgb,neutral,case_08,1,5,0.3333,1.0
module2_rgb__neutral,module2_rgb,neutral,case_08,2,3,0.6667,1.0
module2_rgb__neutral,module2_rgb,neutral,case_08,2,4,0.6667,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,2,5,0.3333,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,3,4,0.3333,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,3,5,0.5,0.6667
module2_rgb__neutral,module2_rgb,neutral,case_08,4,5,0.5,0.5
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,1,2,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,1,3,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,1,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,1,5,0.8,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,2,3,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,2,4,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,2,5,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,3,4,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,3,5,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_01,4,5,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,1,2,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,1,3,0.6,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,1,4,0.8,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,1,5,1.0,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,2,3,0.6,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,2,4,0.8,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,2,5,1.0,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,3,4,0.8,0.5
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,3,5,0.6,0.1667
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_02,4,5,0.8,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,1,2,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,1,3,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,1,4,0.8,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,1,5,0.8,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,2,3,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,2,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,2,5,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,3,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,3,5,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_03,4,5,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,1,2,0.6,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,1,3,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,1,4,0.5,0.5
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,1,5,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,2,3,0.6,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,2,4,0.5,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,2,5,0.6,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,3,4,0.5,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,3,5,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_04,4,5,0.5,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,1,2,0.75,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,1,3,0.5,0.5
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,1,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,1,5,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,2,3,0.75,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,2,4,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,2,5,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,3,4,0.5,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,3,5,0.5,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_05,4,5,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,1,2,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,1,3,1.0,0.5
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,1,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,1,5,0.75,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,2,3,1.0,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,2,4,1.0,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,2,5,0.75,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,3,4,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,3,5,0.75,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_06,4,5,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,1,2,0.5,0.2
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,1,3,0.5,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,1,4,0.5,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,1,5,0.25,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,2,3,1.0,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,2,4,1.0,0.4
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,2,5,0.75,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,3,4,1.0,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,3,5,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_07,4,5,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,1,2,0.75,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,1,3,1.0,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,1,4,1.0,0.8
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,1,5,0.75,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,2,3,0.75,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,2,4,0.75,0.6
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,2,5,1.0,0.75
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,3,4,1.0,0.8
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,3,5,0.75,1.0
module2_rgb__original_rgb_compatible,module2_rgb,original_rgb_compatible,case_08,4,5,0.75,0.8
