comparison_type,comparison,case_id,left_run,right_run,key_factor_jaccard,recommendation_jaccard,left_key_tags,right_key_tags,left_recommendation_tags,right_recommendation_tags
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,1,1,0.75,0.5,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,1,2,0.75,0.4,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,1,3,0.75,1.0,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,1,4,0.75,0.75,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,1,5,0.5,0.4,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,2,1,0.75,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,2,2,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,2,3,0.75,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,2,4,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,2,5,0.5,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,3,1,0.6,1.0,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,3,2,0.6,0.75,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,3,3,0.6,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,3,4,0.6,0.75,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,3,5,0.75,0.75,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,4,1,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,4,2,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,4,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,4,4,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,4,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,5,1,0.6,0.75,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,5,2,0.6,1.0,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,5,3,0.6,0.4,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,5,4,0.6,0.6,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_06,5,5,0.75,1.0,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,1,1,0.5,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,1,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,1,3,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,1,4,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,1,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,2,1,0.5,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,2,2,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,2,3,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,2,4,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,2,5,0.75,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,3,1,0.5,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,3,2,1.0,0.5,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,3,3,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,3,4,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,3,5,0.75,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,4,1,0.5,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,4,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,4,3,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,4,4,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,4,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,5,1,0.5,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,5,2,1.0,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,5,3,1.0,1.0,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,5,4,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_07,5,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,1,1,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,1,2,0.75,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,1,3,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,1,4,1.0,0.8,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,1,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,2,1,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,2,2,0.75,0.4,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,2,3,1.0,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,2,4,1.0,0.8,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,2,5,0.75,0.6,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__original_rgb_compatible_with_module2_rgb__original_rgb_compatible,case_08,3,1,1.0,0.75,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,prolonged_static_posture|repetitive_work|trunk_overflexion|upper_arm_elevation,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
